CAR_ID,VIN,MODEL_YEAR,VEHICLE_CONFIG,DOORS,STATE,STATE_AB,COUNTRY,PART_NUMBER,BATTERY_SERIAL_NUMBER
4268,2cctd2cc2cct12766,1996,suv,2,Georgia,GA,USA,92AHK382022,92AHK38202241683
4269,2cz212cz2cz212744,1996,suv,2,Georgia,GA,USA,92AHK382022,92AHK38202273371
4270,5xh0j5xh5xh055801,2006,sedan,4,Nebraska,NE,USA,42AHH202018,42AHH20201856700
4272,294ql294294q12328,1994,suv,2,Delaware,DE,USA,49AHH232018,49AHH23201858100
4273,3jhuu3jh3jhu33777,1999,suv,2,Kansas,KS,USA,45AHK212018,45AHK21201833403
4274,3eat13ea3eat23048,1997,suv,2,Idaho,ID,USA,55AHQ252019,55AHQ25201991798
4275,5yqws5yq5yqw55953,2007,sedan,4,Nevada,NV,USA,47AHE222018,47AHE22201812350
4276,7jb1j7jb7jb177643,2012,sedan,4,Oregon,OR,USA,60AHC272019,60AHC27201926212
4277,15mj415m15mj01818,1992,suv,2,California,CA,USA,90AHC372022,90AHC37202274525
4278,116vj116116v01191,1990,suv,2,Alaska,AK,USA,40AHC202018,40AHC20201861345
4279,2dppc2dp2dpp22945,1996,suv,2,Hawaii,HI,USA,69AH5302020,69AH530202039152
4280,7knal7kn7kna77730,2013,sedan,4,Pennsylvania,PA,USA,85AHE352021,85AHE35202158443
4281,3iopq3io3iop23666,1999,suv,2,Iowa,IA,USA,96AHE392022,96AHE39202294929
4282,6crwx6cr6crw66655,2009,sedan,4,New York,NY,USA,72AHE312020,72AHE31202057687
4283,10eld10e10el01085,1990,suv,2,Alabama,AL,USA,85AHE352021,85AHE35202174889
4284,3gdox3gd3gdo23390,1998,suv,2,Indiana,IN,USA,58AHE262019,58AHE26201939507
4285,4oaay4oa4oaa34599,2002,suv,2,Maryland,MD,USA,83AHE342021,83AHE34202160976
4286,4otwg4ot4otw34527,2002,suv,2,Maryland,MD,USA,83AHE342021,83AHE34202186082
4288,5shvt5sh5shv45110,2004,suv,2,Minnesota,MN,USA,41AHC202018,41AHC20201813800
4289,5ycez5yc5yce55981,2007,sedan,4,Nevada,NV,USA,47AHE222018,47AHE22201836310
4290,5wt1z5wt5wt155717,2006,sedan,4,Nebraska,NE,USA,61AHC272019,61AHC27201996150
4291,8ndac8nd8nda78167,2014,sedan,4,South Carolina,SC,USA,85AHQ352021,85AHQ35202124031
4292,8pql38pq8pql88414,2015,sedan,4,Tennessee,TN,USA,69AHQ302020,69AHQ30202064264
4293,6a8iy6a86a8i56274,2008,sedan,4,New Jersey,NJ,USA,59AHQ262019,59AHQ26201920633
4295,3gtmr3gt3gtm23419,1998,suv,2,Indiana,IN,USA,58AHE262019,58AHE26201963212
4296,4olzm4ol4olz34569,2002,suv,2,Maryland,MD,USA,83AHE342021,83AHE34202197757
4297,14eis14e14ei01707,1992,suv,2,Arkansas,AR,USA,42AH5202018,42AH520201875512
4298,3efve3ef3efv23090,1997,suv,2,Idaho,ID,USA,66AHQ292020,66AHQ29202025016
4299,4oxlg4ox4oxl34490,2002,suv,2,Maryland,MD,USA,91AHT372022,91AHT37202234079
4300,7ho2n7ho7ho267296,2011,sedan,4,Ohio,OH,USA,43AH5212018,43AH521201844649
4301,6y5vx6y56y5v56055,2007,sedan,4,New Hampshire,NH,USA,47AHT222018,47AHT22201850267
4302,27yea27y27ye12143,1993,suv,2,Connecticut,CT,USA,65AHK282020,65AHK28202097463
4303,5yvcm5yv5yvc55999,2007,sedan,4,Nevada,NV,USA,47AHE222018,47AHE22201844127
4304,6aeqy6ae6aeq56349,2008,sedan,4,New Jersey,NJ,USA,65AHQ282020,65AHQ28202089070
4305,29x5029x29x512423,1994,suv,2,Delaware,DE,USA,92AHC372022,92AHC37202232360
4307,8n7u88n78n7u88219,2014,sedan,4,South Dakota,SD,USA,72AHH312020,72AHH31202097504
4308,13oio13o13oi01437,1991,suv,2,Arizona,AZ,USA,72AHH312020,72AHH31202011348
4309,7hglr7hg7hgl77359,2011,sedan,4,Oklahoma,OK,USA,62AH5272019,62AH527201926961
4310,8nbbt8nb8nbb88235,2014,sedan,4,South Dakota,SD,USA,72AHH312020,72AHH31202097319
4311,3eipx3ei3eip23176,1997,suv,2,Illinois,IL,USA,45AHK212018,45AHK21201871144
4312,12exl12e12ex01306,1991,suv,2,Alaska,AK,USA,40AHH202018,40AHH20201869108
4313,12dre12d12dr01383,1991,suv,2,Arizona,AZ,USA,72AHH312020,72AHH31202018563
4314,8qprs8qp8qpr88682,2016,sedan,4,Texas,TX,USA,56AHQ252019,56AHQ25201999893
4315,4pour4po4pou44678,2002,suv,2,Massachusetts,MA,USA,85AHQ352021,85AHQ35202195855
4316,3k7dz3k73k7d33957,2000,suv,2,Kentucky,KY,USA,40AHK202018,40AHK20201869492
4317,7ic1r7ic7ic177403,2012,sedan,4,Oklahoma,OK,USA,84AHC352021,84AHC35202125913
4318,6zqk96zq6zqk56147,2007,sedan,4,New Hampshire,NH,USA,71AH5302020,71AH530202043756
4319,3gars3ga3gar23329,1998,suv,2,Illinois,IL,USA,99AHH402022,99AHH40202211385
4320,5thky5th5thk45241,2004,suv,2,Mississippi,MS,USA,85AHQ352021,85AHQ35202126675
4322,2atu32at2atu12584,1995,suv,2,Florida,FL,USA,47AHH222018,47AHH22201860000
4323,5xmj65xm5xmj55828,2006,sedan,4,Nebraska,NE,USA,42AHH202018,42AHH20201815701
4324,7krwj7kr7krw77749,2013,sedan,4,Pennsylvania,PA,USA,85AHE352021,85AHE35202171782
4325,5tyh85ty5tyh45297,2004,suv,2,Mississippi,MS,USA,85AHQ352021,85AHQ35202132046
4326,2dvuv2dv2dvu22957,1996,suv,2,Hawaii,HI,USA,69AH5302020,69AH530202041561
4327,5ta6q5ta5ta645303,2004,suv,2,Mississippi,MS,USA,85AHQ352021,85AHQ35202148390
4328,8ohze8oh8ohz88389,2015,sedan,4,Tennessee,TN,USA,69AHQ302020,69AHQ30202074957
4329,4qngb4qn4qng44890,2003,suv,2,Michigan,MI,USA,70AHK302020,70AHK30202077138
4330,4rxr14rx4rxr44919,2003,suv,2,Michigan,MI,USA,70AHK302020,70AHK30202074351
4331,5tqkj5tq5tqk45303,2004,suv,2,Mississippi,MS,USA,85AHQ352021,85AHQ35202181358
4332,296i9296296i12343,1994,suv,2,Delaware,DE,USA,49AHH232018,49AHH23201840041
4333,6zbaf6zb6zba56168,2007,sedan,4,New Hampshire,NH,USA,71AH5302020,71AH530202078137
4334,2bagi2ba2bag12735,1995,suv,2,Georgia,GA,USA,92AHK382022,92AHK38202299954
4335,105zj105105z01131,1990,suv,2,Alabama,AL,USA,46AHE222018,46AHE22201883290
4336,8mjxh8mj8mjx78073,2014,sedan,4,South Carolina,SC,USA,46AHH222018,46AHH22201843079
4337,4pisv4pi4pis44690,2002,suv,2,Massachusetts,MA,USA,44AH5212018,44AH521201895282
4338,5y1fg5y15y1f55938,2007,sedan,4,Nevada,NV,USA,41AHT202018,41AHT20201849206
4339,6azs06az6azs56320,2008,sedan,4,New Jersey,NJ,USA,65AHQ282020,65AHQ28202069083
4340,13ozp13o13oz01520,1991,suv,2,Arizona,AZ,USA,63AHQ282019,63AHQ28201941253
4341,5yw0w5yw5yw055954,2007,sedan,4,Nevada,NV,USA,47AHE222018,47AHE22201844319
4343,10mw410m10mw01060,1990,suv,2,Alabama,AL,USA,85AHE352021,85AHE35202117861
4344,6zqww6zq6zqw56089,2007,sedan,4,New Hampshire,NH,USA,47AHT222018,47AHT22201840452
4345,6dp3c6dp6dp366756,2009,sedan,4,New York,NY,USA,94AHC382022,94AHC38202258455
4346,6baqf6ba6baq66504,2008,sedan,4,New Mexico,NM,USA,60AHH272019,60AHH27201983234
4347,7igvr7ig7igv77522,2012,sedan,4,Oregon,OR,USA,81AHE342021,81AHE34202194002
4348,6f68m6f66f6866977,2010,sedan,4,North Dakota,ND,USA,71AHE302020,71AHE30202026088
4350,13hvx13h13hv01480,1991,suv,2,Arizona,AZ,USA,63AHQ282019,63AHQ28201951239
4351,3hvhq3hv3hvh23545,1998,suv,2,Iowa,IA,USA,41AHH202018,41AHH20201859009
4354,7i7c77i77i7c77516,2012,sedan,4,Oregon,OR,USA,81AHE342021,81AHE34202118869
4355,6evhp6ev6evh66820,2010,sedan,4,North Carolina,NC,USA,83AHK352021,83AHK35202115802
4356,4okau4ok4oka44609,2002,suv,2,Massachusetts,MA,USA,85AHQ352021,85AHQ35202170703
4357,28vlr28v28vl12177,1994,suv,2,Connecticut,CT,USA,80AHK342021,80AHK34202174690
4358,7gnk17gn7gnk67099,2011,sedan,4,North Dakota,ND,USA,46AHK222018,46AHK22201877363
4359,4m0nd4m04m0n34318,2001,suv,2,Maine,ME,USA,73AHE312020,73AHE31202047980
4360,5tf5g5tf5tf545305,2004,suv,2,Mississippi,MS,USA,85AHQ352021,85AHQ35202112243
4361,6c7jo6c76c7j66567,2009,sedan,4,New Mexico,NM,USA,60AHH272019,60AHH27201923268
4362,6bksr6bk6bks66512,2008,sedan,4,New Mexico,NM,USA,60AHH272019,60AHH27201970844
4363,7jpkh7jp7jpk77577,2012,sedan,4,Oregon,OR,USA,60AHC272019,60AHC27201991063
4364,28mwo28m28mw12233,1994,suv,2,Connecticut,CT,USA,80AHK342021,80AHK34202166832
4365,3fgy83fg3fgy23218,1997,suv,2,Illinois,IL,USA,45AHK212018,45AHK21201849563
4366,6atv86at6atv56363,2008,sedan,4,New Jersey,NJ,USA,65AHQ282020,65AHQ28202044877
4367,3eegt3ee3eeg23095,1997,suv,2,Idaho,ID,USA,66AHQ292020,66AHQ29202015197
4368,14krt14k14kr01667,1992,suv,2,Arkansas,AR,USA,42AH5202018,42AH520201836583
4369,7hok87ho7hok67255,2011,sedan,4,Ohio,OH,USA,43AH5212018,43AH521201874523
4370,122iw122122i01342,1991,suv,2,Alaska,AK,USA,40AHH202018,40AHH20201856609
4372,8ntmc8nt8ntm88209,2014,sedan,4,South Dakota,SD,USA,72AHH312020,72AHH31202023966
4373,27uig27u27ui12159,1993,suv,2,Connecticut,CT,USA,65AHK282020,65AHK28202036169
4374,13mkq13m13mk01460,1991,suv,2,Arizona,AZ,USA,63AHQ282019,63AHQ28201922705
4375,5thma5th5thm45266,2004,suv,2,Mississippi,MS,USA,85AHQ352021,85AHQ35202122127
4376,6bq6e6bq6bq666422,2008,sedan,4,New Mexico,NM,USA,62AHQ272019,62AHQ27201973900
4377,3j4fz3j43j4f33849,1999,suv,2,Kansas,KS,USA,52AH5242018,52AH524201818247
4379,6dlda6dl6dld66733,2009,sedan,4,New York,NY,USA,94AHC382022,94AHC38202217919
4380,6chnu6ch6chn66558,2009,sedan,4,New Mexico,NM,USA,60AHH272019,60AHH27201980841
4381,8ojwq8oj8ojw88291,2015,sedan,4,South Dakota,SD,USA,67AHC292020,67AHC29202084615
4382,7izvg7iz7izv77447,2012,sedan,4,Oklahoma,OK,USA,84AHC352021,84AHC35202125600
4383,8ojoe8oj8ojo88294,2015,sedan,4,South Dakota,SD,USA,67AHC292020,67AHC29202083441
4384,5rdyp5rd5rdy45064,2003,suv,2,Minnesota,MN,USA,41AHC202018,41AHC20201829952
4385,2daex2da2dae22936,1996,suv,2,Hawaii,HI,USA,69AH5302020,69AH530202031027
4386,15ruh15r15ru01808,1992,suv,2,California,CA,USA,82AHT342021,82AHT34202133207
4389,8nhu48nh8nhu78114,2014,sedan,4,South Carolina,SC,USA,85AHQ352021,85AHQ35202115828
4390,4kbh84kb4kbh34008,2000,suv,2,Kentucky,KY,USA,46AHE222018,46AHE22201818201
4391,15one15o15on01837,1992,suv,2,California,CA,USA,90AHC372022,90AHC37202247428
4392,7lrju7lr7lrj77853,2013,sedan,4,Rhode Island,RI,USA,69AHK302020,69AHK30202065900
4393,6dbbe6db6dbb66689,2009,sedan,4,New York,NY,USA,94AHC382022,94AHC38202237983
4394,5sbhd5sb5sbh45097,2004,suv,2,Minnesota,MN,USA,41AHC202018,41AHC20201834379
4395,29r3b29r29r312430,1994,suv,2,Delaware,DE,USA,92AHC372022,92AHC37202297899
4396,2bmgt2bm2bmg12597,1995,suv,2,Florida,FL,USA,47AHH222018,47AHH22201840782
4397,7hskn7hs7hsk77307,2011,sedan,4,Oklahoma,OK,USA,62AH5272019,62AH527201941989
4398,6yw176yw6yw156001,2007,sedan,4,Nevada,NV,USA,47AHE222018,47AHE22201837925
4399,103dx103103d01071,1990,suv,2,Alabama,AL,USA,85AHE352021,85AHE35202123829
4400,283mu283283m12193,1994,suv,2,Connecticut,CT,USA,80AHK342021,80AHK34202191482
4401,7iqcn7iq7iqc77428,2012,sedan,4,Oklahoma,OK,USA,84AHC352021,84AHC35202163055
4402,6bgso6bg6bgs56386,2008,sedan,4,New Jersey,NJ,USA,65AHQ282020,65AHQ28202045357
4403,8o0is8o08o0i88308,2015,sedan,4,South Dakota,SD,USA,67AHC292020,67AHC29202099037
4405,7jawk7ja7jaw77634,2012,sedan,4,Oregon,OR,USA,60AHC272019,60AHC27201925910
4406,2dgzj2dg2dgz22926,1996,suv,2,Hawaii,HI,USA,69AH5302020,69AH530202070261
4407,29j2n29j29j212324,1994,suv,2,Delaware,DE,USA,49AHH232018,49AHH23201885218
4408,14vng14v14vn01714,1992,suv,2,Arkansas,AR,USA,42AH5202018,42AH520201877245
4409,4o5zn4o54o5z34495,2002,suv,2,Maryland,MD,USA,91AHT372022,91AHT37202242336
4410,5y3vc5y35y3v55995,2007,sedan,4,Nevada,NV,USA,47AHE222018,47AHE22201851425
4411,7lhuh7lh7lhu77861,2013,sedan,4,Rhode Island,RI,USA,69AHK302020,69AHK30202051581
4412,11cid11c11ci01154,1990,suv,2,Alabama,AL,USA,46AHE222018,46AHE22201833277
4413,5yhsg5yh5yhs55937,2007,sedan,4,Nevada,NV,USA,41AHT202018,41AHT20201874515
4414,7h1io7h17h1i67250,2011,sedan,4,Ohio,OH,USA,43AH5212018,43AH521201818492
4415,7jyob7jy7jyo77607,2012,sedan,4,Oregon,OR,USA,60AHC272019,60AHC27201984630
4416,5xhbx5xh5xhb55890,2006,sedan,4,Nevada,NV,USA,41AHT202018,41AHT20201888314
4417,3jrbd3jr3jrb33820,1999,suv,2,Kansas,KS,USA,52AH5242018,52AH524201893782
4419,4nj0i4nj4nj034422,2001,suv,2,Maryland,MD,USA,91AHT372022,91AHT37202214254
4420,5ydrt5yd5ydr55955,2007,sedan,4,Nevada,NV,USA,47AHE222018,47AHE22201830080
4421,10p5510p10p501005,1990,suv,2,Alabama,AL,USA,85AHE352021,85AHE35202193371
4422,4o8d74o84o8d34589,2002,suv,2,Maryland,MD,USA,83AHE342021,83AHE34202156251
4423,2dlxd2dl2dlx22963,1996,suv,2,Hawaii,HI,USA,69AH5302020,69AH530202077557
4424,28w2228w28w212247,1994,suv,2,Connecticut,CT,USA,80AHK342021,80AHK34202166894
4425,3eixk3ei3eix23075,1997,suv,2,Idaho,ID,USA,66AHQ292020,66AHQ29202025179
4426,7hdpu7hd7hdp77348,2011,sedan,4,Oklahoma,OK,USA,62AH5272019,62AH527201977444
4428,7hrca7hr7hrc67279,2011,sedan,4,Ohio,OH,USA,43AH5212018,43AH521201891450
4429,7lk3w7lk7lk377923,2013,sedan,4,Rhode Island,RI,USA,69AHK302020,69AHK30202088579
4431,5vncv5vn5vnc55552,2005,sedan,4,Montana,MT,USA,80AHK332021,80AHK33202176363
4432,7grnp7gr7grn67145,2011,sedan,4,Ohio,OH,USA,74AHQ312020,74AHQ31202079690
4433,4o5rg4o54o5r34494,2002,suv,2,Maryland,MD,USA,91AHT372022,91AHT37202282977
4434,8pli28pl8pli88540,2015,sedan,4,Tennessee,TN,USA,59AHQ262019,59AHQ26201930131
4435,5vp9i5vp5vp955519,2005,sedan,4,Montana,MT,USA,80AHK332021,80AHK33202159555
4436,6crw86cr6crw66543,2009,sedan,4,New Mexico,NM,USA,60AHH272019,60AHH27201998561
4437,6e9mn6e96e9m66946,2010,sedan,4,North Dakota,ND,USA,71AHE302020,71AHE30202038583
4438,7imdb7im7imd77448,2012,sedan,4,Oklahoma,OK,USA,84AHC352021,84AHC35202185295
4439,3iyue3iy3iyu23638,1999,suv,2,Iowa,IA,USA,96AHE392022,96AHE39202279053
4440,5vabj5va5vab55513,2005,sedan,4,Montana,MT,USA,80AHK332021,80AHK33202120384
4442,5utn05ut5utn45412,2005,suv,2,Missouri,MO,USA,49AHT232018,49AHT23201873056
4444,7jikj7ji7jik77630,2012,sedan,4,Oregon,OR,USA,60AHC272019,60AHC27201997872
4445,7f6me7f67f6m67080,2010,sedan,4,North Dakota,ND,USA,46AHK222018,46AHK22201856662
4446,5shs75sh5shs45118,2004,suv,2,Minnesota,MN,USA,41AHC202018,41AHC20201854541
4447,2bmfa2bm2bmf12704,1995,suv,2,Georgia,GA,USA,92AHE372022,92AHE37202280198
4449,6y60z6y66y6056041,2007,sedan,4,New Hampshire,NH,USA,47AHT222018,47AHT22201888735
4450,7fll97fl7fll67020,2010,sedan,4,North Dakota,ND,USA,71AHE302020,71AHE30202029859
4451,27dp227d27dp12078,1993,suv,2,Colorado,CO,USA,77AHT322021,77AHT32202185532
4452,29bmu29b29bm12401,1994,suv,2,Delaware,DE,USA,92AHC372022,92AHC37202247848
4453,3j78q3j73j7833831,1999,suv,2,Kansas,KS,USA,52AH5242018,52AH524201874253
4455,6frm06fr6frm66974,2010,sedan,4,North Dakota,ND,USA,71AHE302020,71AHE30202046847
4456,4nwng4nw4nwn34417,2001,suv,2,Maine,ME,USA,61AHT272019,61AHT27201983402
4457,4p8q64p84p8q44637,2002,suv,2,Massachusetts,MA,USA,85AHQ352021,85AHQ35202186784
4458,2bsox2bs2bso12599,1995,suv,2,Florida,FL,USA,47AHH222018,47AHH22201874880
4459,7fuec7fu7fue67051,2010,sedan,4,North Dakota,ND,USA,46AHK222018,46AHK22201852687
4460,5y2ye5y25y2y55993,2007,sedan,4,Nevada,NV,USA,47AHE222018,47AHE22201812601
4461,291ii291291i12437,1994,suv,2,Delaware,DE,USA,92AHC372022,92AHC37202288250
4463,8rjtz8rj8rjt88820,2016,sedan,4,Utah,UT,USA,93AHK382022,93AHK38202284522
4464,5vv2p5vv5vv255617,2005,sedan,4,Montana,MT,USA,52AHC242018,52AHC24201816351
4465,6fqwn6fq6fqw66967,2010,sedan,4,North Dakota,ND,USA,71AHE302020,71AHE30202010588
4466,7gzxp7gz7gzx67106,2011,sedan,4,North Dakota,ND,USA,46AHK222018,46AHK22201883976
4468,5xi3j5xi5xi355828,2006,sedan,4,Nebraska,NE,USA,42AHH202018,42AHH20201823279
4469,2dgmk2dg2dgm22984,1996,suv,2,Idaho,ID,USA,55AHQ252019,55AHQ25201958987
4470,5vnqs5vn5vnq55519,2005,sedan,4,Montana,MT,USA,80AHK332021,80AHK33202189658
4471,6bdho6bd6bdh66513,2008,sedan,4,New Mexico,NM,USA,60AHH272019,60AHH27201967420
4472,2bxjk2bx2bxj12704,1995,suv,2,Georgia,GA,USA,92AHE372022,92AHE37202211154
4473,3krgp3kr3krg33941,2000,suv,2,Kentucky,KY,USA,40AHK202018,40AHK20201883857
4474,5wc5n5wc5wc555720,2006,sedan,4,Nebraska,NE,USA,61AHC272019,61AHC27201910823
4475,5wwun5ww5wwu55681,2006,sedan,4,Nebraska,NE,USA,61AHC272019,61AHC27201921628
4476,29eyw29e29ey12412,1994,suv,2,Delaware,DE,USA,92AHC372022,92AHC37202242556
4477,3g6xw3g63g6x23349,1998,suv,2,Indiana,IN,USA,58AHE262019,58AHE26201959787
4478,2devr2de2dev22981,1996,suv,2,Idaho,ID,USA,55AHQ252019,55AHQ25201947562
4480,3hbaz3hb3hba23546,1998,suv,2,Iowa,IA,USA,41AHH202018,41AHH20201837817
4481,5t7pv5t75t7p45343,2004,suv,2,Missouri,MO,USA,49AHT232018,49AHT23201844355
4482,6zu056zu6zu056157,2007,sedan,4,New Hampshire,NH,USA,71AH5302020,71AH530202027332
4483,15mgw15m15mg01822,1992,suv,2,California,CA,USA,90AHC372022,90AHC37202258168
4484,6fuwf6fu6fuw66972,2010,sedan,4,North Dakota,ND,USA,71AHE302020,71AHE30202039131
4485,3jfdp3jf3jfd33810,1999,suv,2,Kansas,KS,USA,52AH5242018,52AH524201897792
4486,15ilc15i15il01853,1992,suv,2,California,CA,USA,90AHC372022,90AHC37202261042
4487,7g1yw7g17g1y67189,2011,sedan,4,Ohio,OH,USA,74AHQ312020,74AHQ31202064687
4488,7lwbt7lw7lwb77956,2013,sedan,4,Rhode Island,RI,USA,79AHH332021,79AHH33202121632
4489,5roy85ro5roy45006,2003,suv,2,Minnesota,MN,USA,67AHE292020,67AHE29202060415
4490,6ccsp6cc6ccs66575,2009,sedan,4,New Mexico,NM,USA,60AHH272019,60AHH27201931814
4492,6ehjt6eh6ehj66903,2010,sedan,4,North Carolina,NC,USA,49AHT232018,49AHT23201895424
4494,5slyy5sl5sly45080,2004,suv,2,Minnesota,MN,USA,41AHC202018,41AHC20201897245
4495,3i12o3i13i1223649,1999,suv,2,Iowa,IA,USA,96AHE392022,96AHE39202297144
4496,3fdyf3fd3fdy23263,1997,suv,2,Illinois,IL,USA,99AHH402022,99AHH40202282045
4497,4rrwq4rr4rrw44928,2003,suv,2,Michigan,MI,USA,70AHK302020,70AHK30202029179
4499,4ob574ob4ob534493,2002,suv,2,Maryland,MD,USA,91AHT372022,91AHT37202257116
4500,27uzi27u27uz12081,1993,suv,2,Connecticut,CT,USA,65AHK282020,65AHK28202084120
4501,3h6lu3h63h6l23517,1998,suv,2,Indiana,IN,USA,47AHK222018,47AHK22201873923
4502,7izr37iz7izr77444,2012,sedan,4,Oklahoma,OK,USA,84AHC352021,84AHC35202156381
4503,5ts2w5ts5ts245253,2004,suv,2,Mississippi,MS,USA,85AHQ352021,85AHQ35202187879
4504,7fwwl7fw7fww67094,2010,sedan,4,North Dakota,ND,USA,46AHK222018,46AHK22201881824
4505,6zzt66zz6zzt56160,2007,sedan,4,New Hampshire,NH,USA,71AH5302020,71AH530202082129
4507,2bhnl2bh2bhn12725,1995,suv,2,Georgia,GA,USA,92AHK382022,92AHK38202264857
4508,8oomh8oo8oom88284,2015,sedan,4,South Dakota,SD,USA,72AHH312020,72AHH31202069357
4509,5splj5sp5spl45191,2004,suv,2,Mississippi,MS,USA,77AHQ322021,77AHQ32202114699
4510,16jyi16j16jy11958,1993,suv,2,Colorado,CO,USA,54AHQ242019,54AHQ24201968838
4513,6ziix6zi6zii56163,2007,sedan,4,New Hampshire,NH,USA,71AH5302020,71AH530202069263
4514,7kgre7kg7kgr77732,2013,sedan,4,Pennsylvania,PA,USA,85AHE352021,85AHE35202159422
4515,4rzjm4rz4rzj44957,2003,suv,2,Michigan,MI,USA,70AHK302020,70AHK30202035119
4516,2b1q62b12b1q12711,1995,suv,2,Georgia,GA,USA,92AHK382022,92AHK38202281349
4517,4ls1h4ls4ls134103,2000,suv,2,Louisiana,LA,USA,92AHQ382022,92AHQ38202210133
4518,7i89c7i87i8977456,2012,sedan,4,Oklahoma,OK,USA,84AHC352021,84AHC35202138015
4519,7lzz47lz7lzz77956,2013,sedan,4,Rhode Island,RI,USA,79AHH332021,79AHH33202151139
4520,4qfoi4qf4qfo44787,2003,suv,2,Michigan,MI,USA,87AH5362021,87AH536202136293
4521,5xynp5xy5xyn55898,2006,sedan,4,Nevada,NV,USA,41AHT202018,41AHT20201832963
4522,3gmds3gm3gmd23381,1998,suv,2,Indiana,IN,USA,58AHE262019,58AHE26201933665
4523,2cgzk2cg2cgz22884,1996,suv,2,Hawaii,HI,USA,63AHH272019,63AHH27201994848
4524,3jtnf3jt3jtn33889,1999,suv,2,Kentucky,KY,USA,40AHK202018,40AHK20201884564
4525,2axs42ax2axs12473,1995,suv,2,Florida,FL,USA,75AHH322020,75AHH32202016271
4527,4ofcb4of4ofc34551,2002,suv,2,Maryland,MD,USA,83AHE342021,83AHE34202154762
4528,14lsc14l14ls01605,1992,suv,2,Arkansas,AR,USA,56AHT252019,56AHT25201992068
4529,2cgfk2cg2cgf22881,1996,suv,2,Hawaii,HI,USA,63AHH272019,63AHH27201972595
4530,5xgn25xg5xgn55804,2006,sedan,4,Nebraska,NE,USA,42AHH202018,42AHH20201869950
4531,7jbh37jb7jbh77637,2012,sedan,4,Oregon,OR,USA,60AHC272019,60AHC27201934704
4532,2dt5n2dt2dt522940,1996,suv,2,Hawaii,HI,USA,69AH5302020,69AH530202041718
4533,4pkis4pk4pki44748,2002,suv,2,Massachusetts,MA,USA,44AH5212018,44AH521201840655
4534,8rziv8rz8rzi88700,2016,sedan,4,Texas,TX,USA,56AHQ252019,56AHQ25201958651
4535,2ay152ay2ay112460,1995,suv,2,Florida,FL,USA,75AHH322020,75AHH32202043234
4536,7k9hy7k97k9h77794,2013,sedan,4,Pennsylvania,PA,USA,81AHK342021,81AHK34202140228
4537,7lqqj7lq7lqq77905,2013,sedan,4,Rhode Island,RI,USA,69AHK302020,69AHK30202098947
4538,2a3fr2a32a3f12511,1995,suv,2,Florida,FL,USA,75AHH322020,75AHH32202067768
4540,5r3ui5r35r3u45050,2003,suv,2,Minnesota,MN,USA,41AHC202018,41AHC20201890322
4541,14qgw14q14qg01583,1992,suv,2,Arkansas,AR,USA,56AHT252019,56AHT25201973193
4542,3kxdk3kx3kxd33956,2000,suv,2,Kentucky,KY,USA,40AHK202018,40AHK20201879509
4543,12q8d12q12q801368,1991,suv,2,Arizona,AZ,USA,72AHH312020,72AHH31202091050
4544,5vjrl5vj5vjr55523,2005,sedan,4,Montana,MT,USA,80AHK332021,80AHK33202195160
4545,29iry29i29ir12438,1994,suv,2,Delaware,DE,USA,92AHC372022,92AHC37202233726
4546,10ac510a10ac01058,1990,suv,2,Alabama,AL,USA,85AHE352021,85AHE35202143018
4547,5ubg35ub5ubg45497,2005,suv,2,Missouri,MO,USA,49AHT232018,49AHT23201893711
4548,6bg2h6bg6bg266424,2008,sedan,4,New Mexico,NM,USA,62AHQ272019,62AHQ27201978634
4549,16lr616l16lr11933,1993,suv,2,Colorado,CO,USA,54AHQ242019,54AHQ24201988758
4550,3jiar3ji3jia33884,1999,suv,2,Kentucky,KY,USA,40AHK202018,40AHK20201838786
4551,4l5wu4l54l5w34061,2000,suv,2,Louisiana,LA,USA,92AHQ382022,92AHQ38202222465
4552,8o3x58o38o3x88306,2015,sedan,4,South Dakota,SD,USA,67AHC292020,67AHC29202079995
4553,3er233er3er223101,1997,suv,2,Idaho,ID,USA,66AHQ292020,66AHQ29202027488
4554,5whlq5wh5whl55738,2006,sedan,4,Nebraska,NE,USA,61AHC272019,61AHC27201982230
4555,2cjux2cj2cju22824,1996,suv,2,Hawaii,HI,USA,63AHH272019,63AHH27201938283
4557,4mjq54mj4mjq34320,2001,suv,2,Maine,ME,USA,73AHE312020,73AHE31202054764
4558,2b4bv2b42b4b12725,1995,suv,2,Georgia,GA,USA,92AHK382022,92AHK38202228158
4559,12z8912z12z801381,1991,suv,2,Arizona,AZ,USA,72AHH312020,72AHH31202023137
4562,6yh1p6yh6yh156031,2007,sedan,4,Nevada,NV,USA,47AHE222018,47AHE22201855023
4564,4nprd4np4npr34427,2001,suv,2,Maryland,MD,USA,91AHT372022,91AHT37202249280
4565,109l3109109l01098,1990,suv,2,Alabama,AL,USA,46AHE222018,46AHE22201822752
4566,4qwga4qw4qwg44901,2003,suv,2,Michigan,MI,USA,70AHK302020,70AHK30202061183
4567,3ennn3en3enn23123,1997,suv,2,Idaho,ID,USA,66AHQ292020,66AHQ29202032808
4568,7ghyf7gh7ghy67227,2011,sedan,4,Ohio,OH,USA,43AH5212018,43AH521201876824
4570,3hokm3ho3hok23583,1998,suv,2,Iowa,IA,USA,41AHH202018,41AHH20201854155
